"","ADR","species","tag","month","year","tissue","stage","conc","method","biomass_kg","season","increment","wood"
"5769","3322","QURU","109","August",2014,"stem","3cm",0,"starch",90.9,"summer","2-3","ring"
"5770","3323","QURU","115","August",2014,"stem","3cm",0,"starch",42.5,"summer","2-3","ring"
"5771","3324","QURU","117","August",2014,"stem","3cm",0,"starch",39.8,"summer","2-3","ring"
"5772","3325","QURU","118","August",2014,"stem","3cm",0,"starch",55,"summer","2-3","ring"
"5782","3335","FRAM","101","August",2014,"stem","3cm",0,"starch",38.1,"summer","2-3","ring"
"5783","3336","FRAM","108","August",2014,"stem","3cm",0,"starch",53.2,"summer","2-3","ring"
"5784","3337","FRAM","123","August",2014,"stem","3cm",0,"starch",27.7,"summer","2-3","ring"
"5791","3344","QURU","104","August",2014,"stem","4cm",0,"starch",74.6,"summer","3-4","ring"
"5792","3345","QURU","107","August",2014,"stem","4cm",0,"starch",74.6,"summer","3-4","ring"
"5793","3346","QURU","109","August",2014,"stem","4cm",0,"starch",84.3,"summer","3-4","ring"
"5794","3347","QURU","115","August",2014,"stem","4cm",0,"starch",37.2,"summer","3-4","ring"
"5795","3348","QURU","117","August",2014,"stem","4cm",0,"starch",34.7,"summer","3-4","ring"
"5796","3349","QURU","118","August",2014,"stem","4cm",0,"starch",49.3,"summer","3-4","ring"
"5806","3359","FRAM","101","August",2014,"stem","4cm",0,"starch",33.9,"summer","3-4","ring"
"5807","3360","FRAM","108","August",2014,"stem","4cm",0,"starch",48.4,"summer","3-4","ring"
"5808","3361","FRAM","123","August",2014,"stem","4cm",0,"starch",23.9,"summer","3-4","ring"
"5815","3368","QURU","104","October",2014,"stem","3cm",0,"starch",81,"autumn","2-3","ring"
"5816","3369","QURU","107","October",2014,"stem","3cm",0,"starch",81,"autumn","2-3","ring"
"5817","3370","QURU","109","October",2014,"stem","3cm",0,"starch",90.9,"autumn","2-3","ring"
"5818","3371","QURU","115","October",2014,"stem","3cm",0,"starch",42.5,"autumn","2-3","ring"
"5819","3372","QURU","117","October",2014,"stem","3cm",0,"starch",39.8,"autumn","2-3","ring"
"5820","3373","QURU","118","October",2014,"stem","3cm",0,"starch",55,"autumn","2-3","ring"
"5830","3383","FRAM","101","October",2014,"stem","3cm",0,"starch",38.1,"autumn","2-3","ring"
"5831","3384","FRAM","108","October",2014,"stem","3cm",0,"starch",53.2,"autumn","2-3","ring"
"5832","3385","FRAM","123","October",2014,"stem","3cm",0,"starch",27.7,"autumn","2-3","ring"
"5839","3392","QURU","104","October",2014,"stem","4cm",0,"starch",74.6,"autumn","3-4","ring"
"5840","3393","QURU","107","October",2014,"stem","4cm",0,"starch",74.6,"autumn","3-4","ring"
"5841","3394","QURU","109","October",2014,"stem","4cm",0,"starch",84.3,"autumn","3-4","ring"
"5842","3395","QURU","115","October",2014,"stem","4cm",0,"starch",37.2,"autumn","3-4","ring"
"5843","3396","QURU","117","October",2014,"stem","4cm",0,"starch",34.7,"autumn","3-4","ring"
"5844","3397","QURU","118","October",2014,"stem","4cm",0,"starch",49.3,"autumn","3-4","ring"
"5854","3407","FRAM","101","October",2014,"stem","4cm",0,"starch",33.9,"autumn","3-4","ring"
"5855","3408","FRAM","108","October",2014,"stem","4cm",0,"starch",48.4,"autumn","3-4","ring"
"5856","3409","FRAM","123","October",2014,"stem","4cm",0,"starch",23.9,"autumn","3-4","ring"
"5875","4261","QURU","104","June",2014,"stem","4-8cm",0,"starch",267.1,"summer","4-8","ring"
"5876","4262","QURU","107","June",2014,"stem","4-8cm",0,"starch",267.1,"summer","4-8","ring"
"5877","4263","QURU","109","June",2014,"stem","4-8cm",0,"starch",314.7,"summer","4-8","ring"
"5878","4264","QURU","115","June",2014,"stem","4-8cm",0,"starch",104.5,"summer","4-8","ring"
"5879","4265","QURU","117","June",2014,"stem","4-8cm",0,"starch",94.8,"summer","4-8","ring"
"5880","4266","QURU","118","June",2014,"stem","4-8cm",4.7,"starch",153,"summer","4-8","ring"
"5881","4267","QURU","104","October",2014,"stem","4-8cm",0,"starch",267.1,"autumn","4-8","ring"
"5882","4268","QURU","107","October",2014,"stem","4-8cm",3.7,"starch",267.1,"autumn","4-8","ring"
"5883","4269","QURU","109","October",2014,"stem","4-8cm",0,"starch",314.7,"autumn","4-8","ring"
"5884","4270","QURU","115","October",2014,"stem","4-8cm",2.3,"starch",104.5,"autumn","4-8","ring"
"5885","4271","QURU","117","October",2014,"stem","4-8cm",4.3,"starch",94.8,"autumn","4-8","ring"
"5886","4272","QURU","118","October",2014,"stem","4-8cm",0,"starch",153,"autumn","4-8","ring"
"5920","4306","FRAM","101","June",2014,"stem","4-8cm",0,"starch",82.8,"summer","4-8","ring"
"5921","4307","FRAM","108","June",2014,"stem","4-8cm",0,"starch",122,"summer","4-8","ring"
"5922","4308","FRAM","123","June",2014,"stem","4-8cm",0,"starch",55.3,"summer","4-8","ring"
"5923","4309","FRAM","101","October",2014,"stem","4-8cm",0,"starch",82.8,"autumn","4-8","ring"
"5924","4310","FRAM","108","October",2014,"stem","4-8cm",0,"starch",122,"autumn","4-8","ring"
"5925","4311","FRAM","123","October",2014,"stem","4-8cm",0,"starch",55.3,"autumn","4-8","ring"
"5935","4321","QURU","104","January",2014,"stem","4-8cm",0,"starch",267.1,"winter","4-8","ring"
"5936","4322","QURU","107","January",2014,"stem","4-8cm",0,"starch",267.1,"winter","4-8","ring"
"5937","4323","QURU","109","January",2014,"stem","4-8cm",0,"starch",314.7,"winter","4-8","ring"
"5938","4324","QURU","115","January",2014,"stem","4-8cm",0,"starch",104.5,"winter","4-8","ring"
"5939","4325","QURU","117","January",2014,"stem","4-8cm",0,"starch",94.8,"winter","4-8","ring"
"5940","4326","QURU","118","January",2014,"stem","4-8cm",0,"starch",153,"winter","4-8","ring"
"5950","4336","FRAM","101","January",2014,"stem","4-8cm",0,"starch",82.8,"winter","4-8","ring"
"5951","4337","FRAM","108","January",2014,"stem","4-8cm",0,"starch",122,"winter","4-8","ring"
"5952","4338","FRAM","123","January",2014,"stem","4-8cm",0,"starch",55.3,"winter","4-8","ring"
"5959","4345","QURU","104","February",2014,"stem","4-8cm",0,"starch",267.1,"winter","4-8","ring"
"5960","4346","QURU","107","February",2014,"stem","4-8cm",0,"starch",267.1,"winter","4-8","ring"
"5961","4347","QURU","109","February",2014,"stem","4-8cm",0,"starch",314.7,"winter","4-8","ring"
"5962","4348","QURU","115","February",2014,"stem","4-8cm",0,"starch",104.5,"winter","4-8","ring"
"5963","4349","QURU","117","February",2014,"stem","4-8cm",6,"starch",94.8,"winter","4-8","ring"
"5964","4350","QURU","118","February",2014,"stem","4-8cm",0,"starch",153,"winter","4-8","ring"
"5974","4360","FRAM","101","February",2014,"stem","4-8cm",0,"starch",82.8,"winter","4-8","ring"
"5975","4361","FRAM","108","February",2014,"stem","4-8cm",0,"starch",122,"winter","4-8","ring"
"5976","4362","FRAM","123","February",2014,"stem","4-8cm",0,"starch",55.3,"winter","4-8","ring"
"5983","4369","QURU","104","March",2014,"stem","4-8cm",0,"starch",267.1,"spring","4-8","ring"
"5984","4370","QURU","107","March",2014,"stem","4-8cm",3,"starch",267.1,"spring","4-8","ring"
"5985","4371","QURU","109","March",2014,"stem","4-8cm",0,"starch",314.7,"spring","4-8","ring"
"5986","4372","QURU","115","March",2014,"stem","4-8cm",0,"starch",104.5,"spring","4-8","ring"
"5987","4373","QURU","117","March",2014,"stem","4-8cm",0,"starch",94.8,"spring","4-8","ring"
"5988","4374","QURU","118","March",2014,"stem","4-8cm",0,"starch",153,"spring","4-8","ring"
"5998","4384","FRAM","101","March",2014,"stem","4-8cm",0,"starch",82.8,"spring","4-8","ring"
"5999","4385","FRAM","108","March",2014,"stem","4-8cm",0,"starch",122,"spring","4-8","ring"
"6000","4386","FRAM","123","March",2014,"stem","4-8cm",0,"starch",55.3,"spring","4-8","ring"
"6007","4393","QURU","104","April",2014,"stem","4-8cm",1.5,"starch",267.1,"spring","4-8","ring"
"6008","4394","QURU","107","April",2014,"stem","4-8cm",0,"starch",267.1,"spring","4-8","ring"
"6009","4395","QURU","109","April",2014,"stem","4-8cm",0,"starch",314.7,"spring","4-8","ring"
"6010","4396","QURU","115","April",2014,"stem","4-8cm",0,"starch",104.5,"spring","4-8","ring"
"6011","4397","QURU","117","April",2014,"stem","4-8cm",0,"starch",94.8,"spring","4-8","ring"
"6012","4398","QURU","118","April",2014,"stem","4-8cm",0,"starch",153,"spring","4-8","ring"
"6022","4408","FRAM","101","April",2014,"stem","4-8cm",4,"starch",82.8,"spring","4-8","ring"
"6023","4409","FRAM","108","April",2014,"stem","4-8cm",0,"starch",122,"spring","4-8","ring"
"6024","4410","FRAM","123","April",2014,"stem","4-8cm",0,"starch",55.3,"spring","4-8","ring"
"6031","4417","QURU","104","May",2014,"stem","4-8cm",0,"starch",267.1,"spring","4-8","ring"
"6032","4418","QURU","107","May",2014,"stem","4-8cm",0,"starch",267.1,"spring","4-8","ring"
"6033","4419","QURU","109","May",2014,"stem","4-8cm",0,"starch",314.7,"spring","4-8","ring"
"6034","4420","QURU","115","May",2014,"stem","4-8cm",0,"starch",104.5,"spring","4-8","ring"
"6035","4421","QURU","117","May",2014,"stem","4-8cm",0,"starch",94.8,"spring","4-8","ring"
"6036","4422","QURU","118","May",2014,"stem","4-8cm",0,"starch",153,"spring","4-8","ring"
"6046","4432","FRAM","101","May",2014,"stem","4-8cm",0,"starch",82.8,"spring","4-8","ring"
"6047","4433","FRAM","108","May",2014,"stem","4-8cm",0,"starch",122,"spring","4-8","ring"
"6048","4434","FRAM","123","May",2014,"stem","4-8cm",0,"starch",55.3,"spring","4-8","ring"
"6055","4441","QURU","104","July",2014,"stem","4-8cm",0,"starch",267.1,"summer","4-8","ring"
"6056","4442","QURU","107","July",2014,"stem","4-8cm",0,"starch",267.1,"summer","4-8","ring"
"6057","4443","QURU","109","July",2014,"stem","4-8cm",0,"starch",314.7,"summer","4-8","ring"
"6058","4444","QURU","115","July",2014,"stem","4-8cm",0,"starch",104.5,"summer","4-8","ring"
"6059","4445","QURU","117","July",2014,"stem","4-8cm",0,"starch",94.8,"summer","4-8","ring"
"6060","4446","QURU","118","July",2014,"stem","4-8cm",0,"starch",153,"summer","4-8","ring"
"6070","4456","FRAM","101","July",2014,"stem","4-8cm",0,"starch",82.8,"summer","4-8","ring"
"6071","4457","FRAM","108","July",2014,"stem","4-8cm",0,"starch",122,"summer","4-8","ring"
"6072","4458","FRAM","123","July",2014,"stem","4-8cm",0,"starch",55.3,"summer","4-8","ring"
"6079","4465","QURU","104","August",2014,"stem","4-8cm",0,"starch",267.1,"summer","4-8","ring"
"6080","4466","QURU","107","August",2014,"stem","4-8cm",0,"starch",267.1,"summer","4-8","ring"
"6081","4467","QURU","109","August",2014,"stem","4-8cm",0,"starch",314.7,"summer","4-8","ring"
"6082","4468","QURU","115","August",2014,"stem","4-8cm",0,"starch",104.5,"summer","4-8","ring"
"6083","4469","QURU","117","August",2014,"stem","4-8cm",0,"starch",94.8,"summer","4-8","ring"
"6084","4470","QURU","118","August",2014,"stem","4-8cm",0,"starch",153,"summer","4-8","ring"
"6094","4480","FRAM","101","August",2014,"stem","4-8cm",0,"starch",82.8,"summer","4-8","ring"
"6095","4481","FRAM","108","August",2014,"stem","4-8cm",0,"starch",122,"summer","4-8","ring"
"6096","4482","FRAM","123","August",2014,"stem","4-8cm",0,"starch",55.3,"summer","4-8","ring"
"6103","4489","QURU","104","September",2014,"stem","4-8cm",0,"starch",267.1,"autumn","4-8","ring"
"6104","4490","QURU","107","September",2014,"stem","4-8cm",0,"starch",267.1,"autumn","4-8","ring"
"6105","4491","QURU","109","September",2014,"stem","4-8cm",7.6,"starch",314.7,"autumn","4-8","ring"
"6106","4492","QURU","115","September",2014,"stem","4-8cm",0,"starch",104.5,"autumn","4-8","ring"
"6107","4493","QURU","117","September",2014,"stem","4-8cm",13.6,"starch",94.8,"autumn","4-8","ring"
"6108","4494","QURU","118","September",2014,"stem","4-8cm",0,"starch",153,"autumn","4-8","ring"
"6118","4504","FRAM","101","September",2014,"stem","4-8cm",0,"starch",82.8,"autumn","4-8","ring"
"6119","4505","FRAM","108","September",2014,"stem","4-8cm",0,"starch",122,"autumn","4-8","ring"
"6120","4506","FRAM","123","September",2014,"stem","4-8cm",0,"starch",55.3,"autumn","4-8","ring"
"6127","4513","QURU","104","November",2014,"stem","4-8cm",0,"starch",267.1,"autumn","4-8","ring"
"6128","4514","QURU","107","November",2014,"stem","4-8cm",0,"starch",267.1,"autumn","4-8","ring"
"6129","4515","QURU","109","November",2014,"stem","4-8cm",0,"starch",314.7,"autumn","4-8","ring"
"6130","4516","QURU","115","November",2014,"stem","4-8cm",0,"starch",104.5,"autumn","4-8","ring"
"6131","4517","QURU","117","November",2014,"stem","4-8cm",0,"starch",94.8,"autumn","4-8","ring"
"6132","4518","QURU","118","November",2014,"stem","4-8cm",0,"starch",153,"autumn","4-8","ring"
"6142","4528","FRAM","101","November",2014,"stem","4-8cm",0,"starch",82.8,"autumn","4-8","ring"
"6143","4529","FRAM","108","November",2014,"stem","4-8cm",0,"starch",122,"autumn","4-8","ring"
"6144","4530","FRAM","123","November",2014,"stem","4-8cm",0,"starch",55.3,"autumn","4-8","ring"
"6151","4537","QURU","104","January",2014,"stem","8cm-pith",0,"starch",216,"winter","8-pith","ring"
"6152","4538","QURU","107","January",2014,"stem","8cm-pith",0,"starch",216,"winter","8-pith","ring"
"6153","4539","QURU","109","January",2014,"stem","8cm-pith",0,"starch",282.8,"winter","8-pith","ring"
"6154","4540","QURU","115","January",2014,"stem","8cm-pith",0,"starch",37.9,"winter","8-pith","ring"
"6155","4541","QURU","117","January",2014,"stem","8cm-pith",0,"starch",30.9,"winter","8-pith","ring"
"6156","4542","QURU","118","January",2014,"stem","8cm-pith",0,"starch",80.5,"winter","8-pith","ring"
"6166","4552","FRAM","101","January",2014,"stem","8cm-pith",0,"starch",64.3,"winter","8-pith","ring"
"6167","4553","FRAM","108","January",2014,"stem","8cm-pith",0,"starch",151,"winter","8-pith","ring"
"6168","4554","FRAM","123","January",2014,"stem","8cm-pith",0,"starch",24.7,"winter","8-pith","ring"
"6175","4561","QURU","104","July",2014,"stem","8cm-pith",0,"starch",216,"summer","8-pith","ring"
"6176","4562","QURU","107","July",2014,"stem","8cm-pith",0,"starch",216,"summer","8-pith","ring"
"6177","4563","QURU","109","July",2014,"stem","8cm-pith",0,"starch",282.8,"summer","8-pith","ring"
"6178","4564","QURU","115","July",2014,"stem","8cm-pith",0,"starch",37.9,"summer","8-pith","ring"
"6179","4565","QURU","117","July",2014,"stem","8cm-pith",0,"starch",30.9,"summer","8-pith","ring"
"6180","4566","QURU","118","July",2014,"stem","8cm-pith",0,"starch",80.5,"summer","8-pith","ring"
"6190","4576","FRAM","101","July",2014,"stem","8cm-pith",0,"starch",64.3,"summer","8-pith","ring"
"6191","4577","FRAM","108","July",2014,"stem","8cm-pith",0,"starch",151,"summer","8-pith","ring"
"6192","4578","FRAM","123","July",2014,"stem","8cm-pith",0,"starch",24.7,"summer","8-pith","ring"
